,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
34,2019-05-05,15:30,Bundesliga,Matchweek 32,Sun,Away,D,1,1,Freiburg,1.1,1.2,61.0,24000.0,Adam Bodzek,4-4-2,Tobias Welz,Match Report,,14.0,3.0,19.8,2019,Dusseldorf
35,2019-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,L,2,3,Dortmund,1.5,2.0,40.0,81365.0,Oliver Fink,4-1-4-1,Tobias Stieler,Match Report,,7.0,3.0,11.8,2019,Dusseldorf
36,2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,2,1,Hannover 96,1.7,1.0,53.0,50000.0,Rouwen Hennings,4-2-2-2,Benjamin Cortus,Match Report,,14.0,6.0,14.1,2019,Dusseldorf
1,2018-08-25,15:30,Bundesliga,Matchweek 1,Sat,Home,W,1,0,Nürnberg,1.4,1.7,49.0,52729.0,Vedad Ibišević,3-4-3,Tobias Welz,Match Report,,10.0,3.0,12.5,2019,Hertha BSC
2,2018-09-02,18:00,Bundesliga,Matchweek 2,Sun,Away,W,2,0,Schalke 04,0.5,1.6,43.0,60181.0,Vedad Ibišević,3-4-3,Sascha Stegemann,Match Report,,5.0,3.0,18.4,2019,Hertha BSC
3,2018-09-15,15:30,Bundesliga,Matchweek 3,Sat,Away,D,2,2,Wolfsburg,0.7,2.4,39.0,25090.0,Vedad Ibišević,4-2-3-1,Christian Dingert,Match Report,,10.0,5.0,21.2,2019,Hertha BSC
4,2018-09-22,15:30,Bundesliga,Matchweek 4,Sat,Home,W,4,2,M'Gladbach,3.9,2.7,49.0,51852.0,Vedad Ibišević,4-2-3-1,Markus Schmidt,Match Report,,16.0,7.0,12.8,2019,Hertha BSC
5,2018-09-25,18:30,Bundesliga,Matchweek 5,Tue,Away,L,1,3,Werder Bremen,0.9,2.9,46.0,39100.0,Vedad Ibišević,4-2-3-1,Guido Winkmann,Match Report,,11.0,2.0,21.1,2019,Hertha BSC
6,2018-09-28,20:30,Bundesliga,Matchweek 6,Fri,Home,W,2,0,Bayern Munich,1.4,2.4,31.0,74669.0,Vedad Ibišević,4-2-3-1,Marco Fritz,Match Report,,5.0,3.0,26.6,2019,Hertha BSC
7,2018-10-06,15:30,Bundesliga,Matchweek 7,Sat,Away,D,0,0,Mainz 05,1.0,1.6,46.0,22405.0,Vedad Ibišević,4-2-3-1,Daniel Schlager,Match Report,,11.0,1.0,16.1,2019,Hertha BSC
8,2018-10-21,15:30,Bundesliga,Matchweek 8,Sun,Home,D,1,1,Freiburg,0.9,0.5,61.0,53716.0,Vedad Ibišević,4-2-3-1,Benjamin Cortus,Match Report,,13.0,5.0,17.0,2019,Hertha BSC
9,2018-10-27,15:30,Bundesliga,Matchweek 9,Sat,Away,D,2,2,Dortmund,2.4,3.6,42.0,81000.0,Vedad Ibišević,3-4-3,Sascha Stegemann,Match Report,,10.0,3.0,14.2,2019,Hertha BSC
11,2018-11-03,18:30,Bundesliga,Matchweek 10,Sat,Home,L,0,3,RB Leipzig,1.6,4.0,49.0,50382.0,Vedad Ibišević,3-5-2,Deniz Aytekin,Match Report,,13.0,5.0,12.1,2019,Hertha BSC
12,2018-11-10,15:30,Bundesliga,Matchweek 11,Sat,Away,L,1,4,Düsseldorf,1.0,2.8,51.0,38743.0,Vedad Ibišević,4-2-3-1,Robert Hartmann,Match Report,,10.0,6.0,17.7,2019,Hertha BSC
13,2018-11-24,15:30,Bundesliga,Matchweek 12,Sat,Home,D,3,3,Hoffenheim,3.1,1.3,57.0,44508.0,Vedad Ibišević,4-2-3-1,Tobias Welz,Match Report,,23.0,8.0,15.5,2019,Hertha BSC
14,2018-12-01,15:30,Bundesliga,Matchweek 13,Sat,Away,W,2,0,Hannover 96,2.2,1.0,41.0,35800.0,Vedad Ibišević,4-2-3-1,Felix Brych,Match Report,,13.0,7.0,14.2,2019,Hertha BSC
15,2018-12-08,18:30,Bundesliga,Matchweek 14,Sat,Home,W,1,0,Eint Frankfurt,0.3,1.3,39.0,42578.0,Vedad Ibišević,4-2-3-1,Daniel Schlager,Match Report,,7.0,4.0,15.7,2019,Hertha BSC
16,2018-12-15,15:30,Bundesliga,Matchweek 15,Sat,Away,L,1,2,Stuttgart,1.4,1.5,52.0,47680.0,Vedad Ibišević,4-4-2,Sascha Stegemann,Match Report,,15.0,3.0,17.2,2019,Hertha BSC
17,2018-12-18,20:30,Bundesliga,Matchweek 16,Tue,Home,D,2,2,Augsburg,1.5,0.8,46.0,27939.0,Fabian Lustenberger,4-4-1-1,Frank Willenborg,Match Report,,18.0,7.0,16.8,2019,Hertha BSC
18,2018-12-22,15:30,Bundesliga,Matchweek 17,Sat,Away,L,1,3,Leverkusen,1.3,1.6,44.0,27647.0,Fabian Lustenberger,4-2-3-1,Tobias Stieler,Match Report,,13.0,7.0,20.1,2019,Hertha BSC
19,2019-01-20,15:30,Bundesliga,Matchweek 18,Sun,Away,W,3,1,Nürnberg,1.9,1.1,56.0,36112.0,Vedad Ibišević,5-3-2,Guido Winkmann,Match Report,,16.0,8.0,18.6,2019,Hertha BSC
20,2019-01-25,20:30,Bundesliga,Matchweek 19,Fri,Home,D,2,2,Schalke 04,1.5,1.3,47.0,43027.0,Vedad Ibišević,3-4-1-2,Felix Brych,Match Report,,11.0,4.0,14.9,2019,Hertha BSC
21,2019-02-02,15:30,Bundesliga,Matchweek 20,Sat,Home,L,0,1,Wolfsburg,1.7,1.1,52.0,39259.0,Vedad Ibišević,3-4-1-2,Bastian Dankert,Match Report,,11.0,4.0,13.6,2019,Hertha BSC
23,2019-02-09,15:30,Bundesliga,Matchweek 21,Sat,Away,W,3,0,M'Gladbach,2.2,1.3,31.0,48232.0,Salomon Kalou,4-2-3-1,Martin Petersen,Match Report,,10.0,4.0,11.2,2019,Hertha BSC
24,2019-02-16,18:30,Bundesliga,Matchweek 22,Sat,Home,D,1,1,Werder Bremen,1.2,0.5,39.0,49627.0,Salomon Kalou,3-4-1-2,Sören Storks,Match Report,,11.0,2.0,16.9,2019,Hertha BSC
25,2019-02-23,15:30,Bundesliga,Matchweek 23,Sat,Away,L,0,1,Bayern Munich,0.5,0.8,38.0,75000.0,Salomon Kalou,3-4-1-2,Harm Osmers,Match Report,,9.0,1.0,16.7,2019,Hertha BSC
26,2019-03-02,15:30,Bundesliga,Matchweek 24,Sat,Home,W,2,1,Mainz 05,1.6,1.0,60.0,33981.0,Salomon Kalou,3-4-1-2,Deniz Aytekin,Match Report,,11.0,4.0,16.0,2019,Hertha BSC
27,2019-03-09,15:30,Bundesliga,Matchweek 25,Sat,Away,L,1,2,Freiburg,1.1,0.9,65.0,24000.0,Vedad Ibišević,3-4-1-2,Robert Schröder,Match Report,,16.0,6.0,22.3,2019,Hertha BSC
28,2019-03-16,18:30,Bundesliga,Matchweek 26,Sat,Home,L,2,3,Dortmund,2.0,1.9,48.0,74649.0,Salomon Kalou,3-4-1-2,Tobias Welz,Match Report,,6.0,3.0,19.0,2019,Hertha BSC
29,2019-03-30,18:30,Bundesliga,Matchweek 27,Sat,Away,L,0,5,RB Leipzig,0.9,4.4,50.0,41939.0,Salomon Kalou,3-4-1-2,Sören Storks,Match Report,,6.0,0.0,15.2,2019,Hertha BSC
30,2019-04-06,15:30,Bundesliga,Matchweek 28,Sat,Home,L,1,2,Düsseldorf,2.1,2.6,59.0,51604.0,Salomon Kalou,4-2-3-1,Christian Dingert,Match Report,,13.0,3.0,14.6,2019,Hertha BSC
31,2019-04-14,13:30,Bundesliga,Matchweek 29,Sun,Away,L,0,2,Hoffenheim,0.4,3.2,41.0,28010.0,Salomon Kalou,4-2-3-1,Martin Petersen,Match Report,,5.0,2.0,16.9,2019,Hertha BSC
32,2019-04-21,18:00,Bundesliga,Matchweek 30,Sun,Home,D,0,0,Hannover 96,1.1,0.6,59.0,38916.0,Vedad Ibišević,4-2-3-1,Sascha Stegemann,Match Report,,16.0,3.0,16.8,2019,Hertha BSC
33,2019-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,D,0,0,Eint Frankfurt,1.2,1.8,51.0,51500.0,Vedad Ibišević,4-2-3-1,Sven Jablonski,Match Report,,11.0,3.0,18.8,2019,Hertha BSC
34,2019-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,1,Stuttgart,2.6,1.4,51.0,48668.0,Vedad Ibišević,4-2-3-1,Daniel Schlager,Match Report,,13.0,6.0,14.0,2019,Hertha BSC
35,2019-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,W,4,3,Augsburg,2.6,1.4,61.0,29307.0,Vedad Ibišević,4-2-3-1,Guido Winkmann,Match Report,,23.0,7.0,18.0,2019,Hertha BSC
36,2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,L,1,5,Leverkusen,1.3,2.4,36.0,59287.0,Fabian Lustenberger,4-2-3-1,Marco Fritz,Match Report,,9.0,4.0,19.9,2019,Hertha BSC
1,2018-08-26,15:30,Bundesliga,Matchweek 1,Sun,Home,W,1,0,Stuttgart,1.2,0.9,48.0,28705.0,Stefan Bell,4-2-3-1,Daniel Siebert,Match Report,,10.0,3.0,20.6,2019,Mainz 05
2,2018-09-01,15:30,Bundesliga,Matchweek 2,Sat,Away,D,1,1,Nürnberg,0.5,1.5,43.0,37781.0,Stefan Bell,4-4-1-1,Guido Winkmann,Match Report,,6.0,1.0,14.3,2019,Mainz 05
3,2018-09-15,15:30,Bundesliga,Matchweek 3,Sat,Home,W,2,1,Augsburg,3.3,0.7,53.0,21105.0,Niko Bungert,4-4-1-1,Martin Petersen,Match Report,,21.0,6.0,15.6,2019,Mainz 05
4,2018-09-23,15:30,Bundesliga,Matchweek 4,Sun,Away,L,0,1,Leverkusen,0.8,1.4,49.0,27473.0,Stefan Bell,4-3-3,Marco Fritz,Match Report,,12.0,5.0,20.1,2019,Mainz 05
5,2018-09-26,20:30,Bundesliga,Matchweek 5,Wed,Home,D,0,0,Wolfsburg,0.5,1.3,47.0,19205.0,Stefan Bell,4-3-3,Tobias Stieler,Match Report,,12.0,2.0,21.7,2019,Mainz 05
6,2018-09-29,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,Schalke 04,0.8,1.5,57.0,61810.0,Stefan Bell,4-3-3,Benjamin Cortus,Match Report,,15.0,5.0,19.5,2019,Mainz 05
7,2018-10-06,15:30,Bundesliga,Matchweek 7,Sat,Home,D,0,0,Hertha BSC,1.6,1.0,54.0,22405.0,Stefan Bell,4-3-1-2,Daniel Schlager,Match Report,,23.0,3.0,20.5,2019,Mainz 05
8,2018-10-21,18:00,Bundesliga,Matchweek 8,Sun,Away,L,0,4,M'Gladbach,0.9,2.7,46.0,51123.0,Stefan Bell,4-3-1-2,Sören Storks,Match Report,,14.0,4.0,23.9,2019,Mainz 05
9,2018-10-27,15:30,Bundesliga,Matchweek 9,Sat,Home,L,1,2,Bayern Munich,0.6,2.2,35.0,33305.0,Stefan Bell,4-3-3,Harm Osmers,Match Report,,6.0,1.0,22.4,2019,Mainz 05
11,2018-11-04,18:00,Bundesliga,Matchweek 10,Sun,Home,W,2,1,Werder Bremen,1.0,1.5,37.0,25105.0,Stefan Bell,4-3-1-2,Guido Winkmann,Match Report,,14.0,6.0,20.0,2019,Mainz 05
12,2018-11-10,15:30,Bundesliga,Matchweek 11,Sat,Away,W,3,1,Freiburg,0.8,1.9,42.0,24000.0,Stefan Bell,4-1-2-1-2◆,Sascha Stegemann,Match Report,,12.0,9.0,21.2,2019,Mainz 05
13,2018-11-24,15:30,Bundesliga,Matchweek 12,Sat,Home,L,1,2,Dortmund,1.2,1.0,35.0,33305.0,Stefan Bell,5-3-2,Deniz Aytekin,Match Report,,15.0,7.0,20.4,2019,Mainz 05
14,2018-11-30,20:30,Bundesliga,Matchweek 13,Fri,Away,W,1,0,Düsseldorf,1.2,0.9,48.0,37091.0,Stefan Bell,4-1-2-1-2◆,Manuel Gräfe,Match Report,,15.0,3.0,20.8,2019,Mainz 05
15,2018-12-09,15:30,Bundesliga,Matchweek 14,Sun,Home,D,1,1,Hannover 96,3.3,2.3,70.0,23305.0,Stefan Bell,4-3-1-2,Robert Hartmann,Match Report,,27.0,4.0,18.0,2019,Mainz 05
16,2018-12-16,15:30,Bundesliga,Matchweek 15,Sun,Away,L,1,4,RB Leipzig,1.1,3.8,57.0,30136.0,Stefan Bell,4-1-2-1-2◆,Martin Petersen,Match Report,,12.0,5.0,16.4,2019,Mainz 05
17,2018-12-19,20:30,Bundesliga,Matchweek 16,Wed,Home,D,2,2,Eint Frankfurt,1.7,1.1,51.0,30805.0,Stefan Bell,4-3-1-2,Daniel Siebert,Match Report,,17.0,5.0,19.4,2019,Mainz 05
18,2018-12-23,18:00,Bundesliga,Matchweek 17,Sun,Away,D,1,1,Hoffenheim,1.1,2.4,33.0,28216.0,Stefan Bell,4-3-1-2,Sascha Stegemann,Match Report,,12.0,5.0,19.4,2019,Mainz 05
19,2019-01-19,15:30,Bundesliga,Matchweek 18,Sat,Away,W,3,2,Stuttgart,1.0,2.8,39.0,51881.0,Stefan Bell,4-3-1-2,Tobias Stieler,Match Report,,14.0,4.0,17.3,2019,Mainz 05
20,2019-01-26,15:30,Bundesliga,Matchweek 19,Sat,Home,W,2,1,Nürnberg,2.3,0.4,53.0,22005.0,Stefan Bell,4-3-1-2,Bastian Dankert,Match Report,,18.0,3.0,19.8,2019,Mainz 05
21,2019-02-03,15:30,Bundesliga,Matchweek 20,Sun,Away,L,0,3,Augsburg,0.2,3.3,48.0,25733.0,Daniel Brosinski,4-3-1-2,Sören Storks,Match Report,,5.0,0.0,21.4,2019,Mainz 05
22,2019-02-08,20:30,Bundesliga,Matchweek 21,Fri,Home,L,1,5,Leverkusen,1.6,3.1,29.0,21905.0,Stefan Bell,3-4-1-2,Robert Schröder,Match Report,,15.0,2.0,22.4,2019,Mainz 05
23,2019-02-16,15:30,Bundesliga,Matchweek 22,Sat,Away,L,0,3,Wolfsburg,0.6,1.7,49.0,20334.0,Stefan Bell,4-3-1-2,Benjamin Cortus,Match Report,,12.0,4.0,20.0,2019,Mainz 05
24,2019-02-23,15:30,Bundesliga,Matchweek 23,Sat,Home,W,3,0,Schalke 04,2.0,0.6,41.0,26005.0,Stefan Bell,4-3-1-2,Sven Jablonski,Match Report,,20.0,6.0,19.3,2019,Mainz 05
25,2019-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,L,1,2,Hertha BSC,1.0,1.6,40.0,33981.0,Stefan Bell,4-3-1-2,Deniz Aytekin,Match Report,,13.0,1.0,19.0,2019,Mainz 05
26,2019-03-09,18:30,Bundesliga,Matchweek 25,Sat,Home,L,0,1,M'Gladbach,0.6,0.9,46.0,30405.0,Stefan Bell,4-4-2,Markus Schmidt,Match Report,,13.0,2.0,21.1,2019,Mainz 05
27,2019-03-17,18:00,Bundesliga,Matchweek 26,Sun,Away,L,0,6,Bayern Munich,0.3,2.4,31.0,75000.0,Stefan Bell,4-5-1,Frank Willenborg,Match Report,,7.0,1.0,19.8,2019,Mainz 05
28,2019-03-30,15:30,Bundesliga,Matchweek 27,Sat,Away,L,1,3,Werder Bremen,1.2,1.1,44.0,40711.0,Stefan Bell,4-1-2-1-2◆,Marco Fritz,Match Report,,14.0,5.0,17.8,2019,Mainz 05
29,2019-04-05,20:30,Bundesliga,Matchweek 28,Fri,Home,W,5,0,Freiburg,2.7,1.8,31.0,27305.0,Niko Bungert,4-1-2-1-2◆,Sven Jablonski,Match Report,,9.0,5.0,20.2,2019,Mainz 05
30,2019-04-13,18:30,Bundesliga,Matchweek 29,Sat,Away,L,1,2,Dortmund,3.0,2.1,40.0,81365.0,Danny Latza,5-3-2,Deniz Aytekin,Match Report,,17.0,9.0,15.3,2019,Mainz 05
31,2019-04-20,15:30,Bundesliga,Matchweek 30,Sat,Home,W,3,1,Düsseldorf,3.9,2.7,55.0,29205.0,Danny Latza,4-2-3-1,Markus Schmidt,Match Report,,21.0,5.0,17.3,2019,Mainz 05
32,2019-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,0,1,Hannover 96,3.2,0.8,60.0,30400.0,Jean-Philippe Gbamin,4-3-1-2,Sören Storks,Match Report,,23.0,4.0,17.1,2019,Mainz 05
33,2019-05-03,20:30,Bundesliga,Matchweek 32,Fri,Home,D,3,3,RB Leipzig,1.7,2.3,58.0,23805.0,Daniel Brosinski,4-3-1-2,Bibiana Steinhaus,Match Report,,14.0,6.0,16.9,2019,Mainz 05
34,2019-05-12,18:00,Bundesliga,Matchweek 33,Sun,Away,W,2,0,Eint Frankfurt,1.3,1.7,43.0,51500.0,Daniel Brosinski,4-3-1-2,Harm Osmers,Match Report,,15.0,4.0,19.2,2019,Mainz 05
35,2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,2,Hoffenheim,2.9,1.7,56.0,28305.0,Niko Bungert,4-3-1-2,Deniz Aytekin,Match Report,,21.0,11.0,17.3,2019,Mainz 05
1,2018-08-25,15:30,Bundesliga,Matchweek 1,Sat,Home,L,0,2,Eint Frankfurt,1.7,0.8,53.0,24000.0,Mike Frantz,4-1-3-2,Manuel Gräfe,Match Report,,22.0,6.0,20.6,2019,Freiburg
2,2018-09-01,15:30,Bundesliga,Matchweek 2,Sat,Away,L,1,3,Hoffenheim,1.2,3.7,41.0,28619.0,Mike Frantz,4-2-3-1,Robert Hartmann,Match Report,,11.0,4.0,22.3,2019,Freiburg
3,2018-09-16,18:00,Bundesliga,Matchweek 3,Sun,Home,D,3,3,Stuttgart,1.2,1.6,43.0,24000.0,Mike Frantz,4-2-2-2,Deniz Aytekin,Match Report,,12.0,5.0,17.2,2019,Freiburg
4,2018-09-22,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,1,Wolfsburg,2.1,1.0,28.0,23011.0,Mike Frantz,4-4-2,Sascha Stegemann,Match Report,,10.0,7.0,21.2,2019,Freiburg
5,2018-09-25,20:30,Bundesliga,Matchweek 5,Tue,Home,W,1,0,Schalke 04,1.4,1.1,43.0,24000.0,Nils Petersen,4-4-2,Frank Willenborg,Match Report,,15.0,4.0,19.5,2019,Freiburg
6,2018-09-30,18:00,Bundesliga,Matchweek 6,Sun,Away,L,1,4,Augsburg,1.9,3.6,50.0,26488.0,Mike Frantz,4-4-1-1,Robert Kampka,Match Report,,13.0,5.0,16.1,2019,Freiburg
7,2018-10-07,13:30,Bundesliga,Matchweek 7,Sun,Home,D,0,0,Leverkusen,0.5,0.7,43.0,23800.0,Mike Frantz,4-1-4-1,Bastian Dankert,Match Report,,7.0,1.0,22.1,2019,Freiburg
8,2018-10-21,15:30,Bundesliga,Matchweek 8,Sun,Away,D,1,1,Hertha BSC,0.5,0.9,39.0,53716.0,Christian Günter,4-1-4-1,Benjamin Cortus,Match Report,,8.0,3.0,17.9,2019,Freiburg
9,2018-10-26,20:30,Bundesliga,Matchweek 9,Fri,Home,W,3,1,M'Gladbach,1.4,1.2,41.0,24000.0,Mike Frantz,4-4-2,Robert Hartmann,Match Report,,12.0,6.0,22.5,2019,Freiburg
11,2018-11-03,15:30,Bundesliga,Matchweek 10,Sat,Away,D,1,1,Bayern Munich,0.6,1.7,29.0,75000.0,Mike Frantz,4-4-2,Felix Zwayer,Match Report,,10.0,1.0,22.7,2019,Freiburg
12,2018-11-10,15:30,Bundesliga,Matchweek 11,Sat,Home,L,1,3,Mainz 05,1.9,0.8,58.0,24000.0,Mike Frantz,4-4-2,Sascha Stegemann,Match Report,,15.0,4.0,16.3,2019,Freiburg
13,2018-11-25,15:30,Bundesliga,Matchweek 12,Sun,Home,D,1,1,Werder Bremen,3.1,1.8,48.0,24000.0,Christian Günter,3-4-3,Bastian Dankert,Match Report,,22.0,8.0,19.9,2019,Freiburg
14,2018-12-01,15:30,Bundesliga,Matchweek 13,Sat,Away,L,0,2,Dortmund,0.2,2.7,33.0,81365.0,Mike Frantz,5-4-1,Frank Willenborg,Match Report,,5.0,1.0,30.1,2019,Freiburg
15,2018-12-08,15:30,Bundesliga,Matchweek 14,Sat,Home,W,3,0,RB Leipzig,2.1,1.4,41.0,23800.0,Mike Frantz,4-2-3-1,Tobias Welz,Match Report,,11.0,8.0,21.2,2019,Freiburg
16,2018-12-15,15:30,Bundesliga,Matchweek 15,Sat,Away,L,0,2,Düsseldorf,0.8,2.1,63.0,39301.0,Mike Frantz,4-2-3-1,Harm Osmers,Match Report,,6.0,2.0,20.5,2019,Freiburg
17,2018-12-19,20:30,Bundesliga,Matchweek 16,Wed,Home,D,1,1,Hannover 96,1.6,2.1,47.0,23500.0,Mike Frantz,3-4-3,Christian Dingert,Match Report,,13.0,6.0,22.4,2019,Freiburg
18,2018-12-22,15:30,Bundesliga,Matchweek 17,Sat,Away,W,1,0,Nürnberg,0.3,1.1,38.0,36190.0,Mike Frantz,4-4-2,Robert Kampka,Match Report,,7.0,3.0,21.6,2019,Freiburg
19,2019-01-19,15:30,Bundesliga,Matchweek 18,Sat,Away,L,1,3,Eint Frankfurt,1.9,2.5,54.0,49200.0,Mike Frantz,3-4-3,Sven Jablonski,Match Report,,21.0,7.0,19.8,2019,Freiburg
20,2019-01-26,15:30,Bundesliga,Matchweek 19,Sat,Home,L,2,4,Hoffenheim,1.7,3.3,43.0,23900.0,Mike Frantz,4-2-3-1,Bibiana Steinhaus,Match Report,,20.0,8.0,16.1,2019,Freiburg
21,2019-02-03,18:00,Bundesliga,Matchweek 20,Sun,Away,D,2,2,Stuttgart,2.1,0.9,31.0,51009.0,Nils Petersen,3-4-3,Deniz Aytekin,Match Report,,16.0,4.0,17.9,2019,Freiburg
22,2019-02-09,15:30,Bundesliga,Matchweek 21,Sat,Home,D,3,3,Wolfsburg,1.0,1.9,50.0,23600.0,Mike Frantz,4-2-2-2,Felix Brych,Match Report,,10.0,4.0,15.2,2019,Freiburg
23,2019-02-16,15:30,Bundesliga,Matchweek 22,Sat,Away,D,0,0,Schalke 04,0.8,0.6,55.0,58271.0,Mike Frantz,4-2-2-2,Frank Willenborg,Match Report,,12.0,3.0,17.4,2019,Freiburg
24,2019-02-23,15:30,Bundesliga,Matchweek 23,Sat,Home,W,5,1,Augsburg,1.8,1.8,41.0,23600.0,Mike Frantz,4-4-2,Tobias Welz,Match Report,,19.0,11.0,18.0,2019,Freiburg
25,2019-03-02,15:30,Bundesliga,Matchweek 24,Sat,Away,L,0,2,Leverkusen,0.4,2.2,28.0,26607.0,Mike Frantz,4-4-2,Guido Winkmann,Match Report,,8.0,3.0,20.0,2019,Freiburg
26,2019-03-09,15:30,Bundesliga,Matchweek 25,Sat,Home,W,2,1,Hertha BSC,0.9,1.1,35.0,24000.0,Mike Frantz,4-2-3-1,Robert Schröder,Match Report,,9.0,4.0,19.2,2019,Freiburg
27,2019-03-15,20:30,Bundesliga,Matchweek 26,Fri,Away,D,1,1,M'Gladbach,0.5,1.3,45.0,46832.0,Mike Frantz,4-4-1-1,Robert Kampka,Match Report,,10.0,2.0,15.3,2019,Freiburg
28,2019-03-30,15:30,Bundesliga,Matchweek 27,Sat,Home,D,1,1,Bayern Munich,0.6,3.5,30.0,24000.0,Mike Frantz,4-4-1-1,Christian Dingert,Match Report,,12.0,4.0,20.8,2019,Freiburg
29,2019-04-05,20:30,Bundesliga,Matchweek 28,Fri,Away,L,0,5,Mainz 05,1.8,2.7,69.0,27305.0,Mike Frantz,3-4-3,Sven Jablonski,Match Report,,17.0,5.0,20.1,2019,Freiburg
30,2019-04-13,15:30,Bundesliga,Matchweek 29,Sat,Away,L,1,2,Werder Bremen,0.7,1.7,38.0,42100.0,Christian Günter,5-3-2,Bibiana Steinhaus,Match Report,,9.0,5.0,22.5,2019,Freiburg
31,2019-04-21,15:30,Bundesliga,Matchweek 30,Sun,Home,L,0,4,Dortmund,0.6,2.7,42.0,24000.0,Mike Frantz,4-2-2-2,Robert Hartmann,Match Report,,11.0,2.0,19.9,2019,Freiburg
32,2019-04-27,15:30,Bundesliga,Matchweek 31,Sat,Away,L,1,2,RB Leipzig,1.0,2.2,53.0,40826.0,Mike Frantz,3-1-4-2,Robert Schröder,Match Report,,14.0,7.0,18.0,2019,Freiburg
33,2019-05-05,15:30,Bundesliga,Matchweek 32,Sun,Home,D,1,1,Düsseldorf,1.2,1.1,39.0,24000.0,Mike Frantz,3-1-4-2,Tobias Welz,Match Report,,9.0,2.0,26.5,2019,Freiburg
34,2019-05-11,15:30,Bundesliga,Matchweek 33,Sat,Away,L,0,3,Hannover 96,0.7,2.1,42.0,38100.0,Mike Frantz,4-4-2,Robert Hartmann,Match Report,,5.0,1.0,17.7,2019,Freiburg
35,2019-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,5,1,Nürnberg,0.9,1.1,62.0,24000.0,Mike Frantz,4-4-2,Markus Schmidt,Match Report,,18.0,8.0,18.8,2019,Freiburg
1,2018-08-25,15:30,Bundesliga,Matchweek 1,Sat,Away,L,1,2,Wolfsburg,1.4,1.0,42.0,26621.0,Ralf Fährmann,3-4-3,Patrick Ittrich,Match Report,,8.0,3.0,17.0,2019,Schalke 04
2,2018-09-02,18:00,Bundesliga,Matchweek 2,Sun,Home,L,0,2,Hertha BSC,1.6,0.5,57.0,60181.0,Ralf Fährmann,4-3-3,Sascha Stegemann,Match Report,,15.0,4.0,18.6,2019,Schalke 04
3,2018-09-15,18:30,Bundesliga,Matchweek 3,Sat,Away,L,1,2,M'Gladbach,1.1,1.1,50.0,54022.0,Ralf Fährmann,3-4-1-2,Manuel Gräfe,Match Report,,16.0,6.0,19.2,2019,Schalke 04
5,2018-09-22,18:30,Bundesliga,Matchweek 4,Sat,Home,L,0,2,Bayern Munich,0.5,2.4,31.0,62271.0,Ralf Fährmann,3-4-1-2,Daniel Siebert,Match Report,,10.0,2.0,19.7,2019,Schalke 04
6,2018-09-25,20:30,Bundesliga,Matchweek 5,Tue,Away,L,0,1,Freiburg,1.1,1.4,57.0,24000.0,Ralf Fährmann,4-2-3-1,Frank Willenborg,Match Report,,15.0,3.0,21.8,2019,Schalke 04
7,2018-09-29,15:30,Bundesliga,Matchweek 6,Sat,Home,W,1,0,Mainz 05,1.5,0.8,43.0,61810.0,Ralf Fährmann,4-2-3-1,Benjamin Cortus,Match Report,,15.0,2.0,22.6,2019,Schalke 04
9,2018-10-06,15:30,Bundesliga,Matchweek 7,Sat,Away,W,2,0,Düsseldorf,1.9,0.7,51.0,52000.0,Ralf Fährmann,4-1-2-1-2◆,Sven Jablonski,Match Report,,15.0,5.0,20.6,2019,Schalke 04
10,2018-10-20,18:30,Bundesliga,Matchweek 8,Sat,Home,L,0,2,Werder Bremen,1.2,0.4,47.0,62271.0,Naldo,4-4-1-1,Christian Dingert,Match Report,,12.0,4.0,15.1,2019,Schalke 04
12,2018-10-28,15:30,Bundesliga,Matchweek 9,Sun,Away,D,0,0,RB Leipzig,0.5,0.8,33.0,41939.0,Benjamin Stambouli,3-5-2,Felix Brych,Match Report,,6.0,0.0,13.8,2019,Schalke 04
14,2018-11-03,15:30,Bundesliga,Matchweek 10,Sat,Home,W,3,1,Hannover 96,2.9,1.3,57.0,61959.0,Benjamin Stambouli,3-5-2,Markus Schmidt,Match Report,,14.0,5.0,20.3,2019,Schalke 04
16,2018-11-11,18:00,Bundesliga,Matchweek 11,Sun,Away,L,0,3,Eint Frankfurt,0.8,2.2,49.0,50700.0,Ralf Fährmann,3-1-4-2,Benjamin Cortus,Match Report,,5.0,1.0,18.5,2019,Schalke 04
17,2018-11-24,18:30,Bundesliga,Matchweek 12,Sat,Home,W,5,2,Nürnberg,2.5,2.3,55.0,62271.0,Ralf Fährmann,3-1-4-2,Guido Winkmann,Match Report,,20.0,10.0,17.8,2019,Schalke 04
